Age,Gender,MaritalStatus,Attrition,BusinessTravel,Department,JobRole,EducationField,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,NumCompaniesWorked,PerformanceRating
30,Female,Single,Yes,Travel_Frequently,Sales,"Sales Executive",Marketing,26,299,3,52,334,22967,6696,2,2,5,3
29,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",1,300,3,85,992,19757,2058,3,1,0,3
45,Female,Single,No,Non-Travel,Sales,"Sales Executive",Medical,6,302,4,57,1052,16840,8865,2,3,6,3
54,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,3,303,4,52,1147,17011,5940,3,2,2,3
36,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",5,304,4,62,1396,9945,5914,3,2,8,3
33,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,4,305,3,47,147,13248,2622,2,1,6,4
37,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Director",Other,11,306,2,47,663,10056,12185,3,3,1,3
38,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",3,307,1,76,119,9647,10609,3,3,0,3
31,Male,Married,No,Non-Travel,"Research & Development","Manufacturing Director",Medical,1,308,3,90,979,4381,4345,1,2,0,3
59,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",3,309,3,70,142,8456,2177,2,1,3,3
37,Male,Divorced,No,Travel_Frequently,Sales,"Sales Representative",Marketing,4,311,1,41,319,2539,2793,3,1,4,3
29,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Medical,1,312,2,42,1413,6599,7918,3,3,1,3
35,Female,Single,No,Travel_Frequently,Sales,"Sales Executive",Marketing,1,314,3,92,944,9096,8789,3,3,1,3
29,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,18,315,3,86,896,14961,2389,2,1,1,3
52,Female,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",2,316,3,89,1323,3300,3212,2,1,7,3
42,Male,Married,No,Travel_Rarely,"Research & Development",Manager,"Technical Degree",4,319,3,58,532,4933,19232,3,5,1,3
59,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources",Medical,6,321,2,52,818,25657,2267,3,1,8,3
50,Female,Divorced,No,Travel_Rarely,Sales,Manager,Medical,1,323,4,68,854,24118,19517,3,5,3,3
33,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,14,325,3,58,813,22149,2436,3,1,5,3
43,Female,Married,No,Travel_Rarely,Sales,Manager,Marketing,16,327,4,80,1034,7744,16064,3,4,5,4
33,Female,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",2,328,1,39,465,21509,2707,3,1,7,4
52,Male,Single,No,Non-Travel,Sales,Manager,"Life Sciences",2,329,1,79,771,21030,19068,2,5,1,3
32,Female,Married,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",4,330,3,56,1401,20990,3931,3,1,2,3
32,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,331,4,62,515,9571,3730,2,1,0,3
39,Female,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,1,332,3,96,1431,15417,2232,3,1,7,3
32,Male,Married,No,Non-Travel,Sales,"Sales Executive",Marketing,26,333,3,100,976,12069,4465,3,2,0,3
41,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",19,334,3,36,1411,19877,3072,3,2,2,3
40,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",24,335,1,62,1300,24447,3319,3,2,1,3
45,Male,Married,No,Travel_Rarely,"Research & Development",Manager,Other,1,336,3,70,252,15970,19202,4,5,0,3
31,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Director",Medical,3,337,2,73,1327,13523,13675,3,3,9,3
33,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",5,338,3,63,832,14776,2911,2,1,1,3
34,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",2,339,4,84,470,23687,5957,2,2,6,3
37,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,1,340,3,83,1017,18697,3920,2,1,2,3
45,Male,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",7,341,1,77,1199,5118,6434,4,2,4,3
37,Male,Divorced,Yes,Travel_Frequently,"Research & Development","Manufacturing Director",Medical,10,342,1,61,504,22573,10048,3,3,6,3
39,Female,Single,No,Travel_Frequently,"Research & Development","Healthcare Representative","Technical Degree",2,343,3,64,505,6420,10938,3,3,0,4
29,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",15,346,3,60,665,22673,2340,3,1,1,3
42,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",17,347,4,82,916,23016,6545,4,2,3,3
29,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,20,349,4,45,1247,10732,6931,3,2,2,3
25,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,350,1,62,685,7505,4898,3,2,0,3
42,Female,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,2,351,4,56,269,8007,2593,2,1,0,3
40,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director",Medical,2,352,1,49,1416,5949,19436,3,5,0,3
51,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,353,3,96,833,23231,2723,3,1,1,3
31,Male,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,29,355,3,71,307,11652,3479,2,1,0,3
32,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",7,359,2,100,1311,26062,2794,4,1,1,4
38,Male,Married,No,Non-Travel,Sales,"Sales Executive","Life Sciences",2,361,4,39,1327,19682,5249,2,2,3,3
32,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",2,362,4,84,128,19737,2176,2,2,4,3
46,Female,Married,No,Travel_Rarely,Sales,Manager,"Technical Degree",2,363,3,75,488,14977,16872,1,4,3,3
28,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",2,364,1,79,529,14935,3485,3,1,2,3
29,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,2,366,1,78,1210,3687,6644,2,2,2,3
31,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,23,367,2,64,1463,14408,5582,2,2,0,4
25,Male,Divorced,No,Non-Travel,"Research & Development","Healthcare Representative","Life Sciences",5,369,2,85,675,18384,4000,4,2,1,3
45,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,20,372,3,79,1385,7501,13496,3,4,0,3
36,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",6,373,4,47,1403,20251,3210,3,1,0,3
55,Male,Single,No,Travel_Rarely,"Research & Development",Manager,Medical,1,374,4,81,452,18938,19045,3,5,0,3
47,Male,Married,Yes,Non-Travel,"Research & Development",Manager,"Life Sciences",29,376,1,88,666,10268,11849,3,3,1,3
28,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,9,377,4,94,1158,2613,2070,3,1,1,4
37,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,6,378,3,98,228,22825,6502,3,2,4,3
21,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,3,379,4,100,996,10531,3230,2,1,1,3
37,Female,Divorced,No,Non-Travel,"Research & Development","Research Director",Medical,1,380,1,80,728,11677,13603,3,3,2,3
35,Female,Divorced,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",22,381,2,71,1315,19100,11996,4,3,7,3
38,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Medical,7,382,1,44,322,19191,5605,4,2,1,4
26,Female,Divorced,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",1,384,3,84,1479,26767,6397,3,2,1,4
50,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",4,385,1,96,797,15815,19144,3,5,3,3
53,Male,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,3,386,3,45,1070,21016,17584,3,4,3,3
42,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",1,387,2,99,635,24532,4907,3,2,1,4
29,Male,Single,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",2,388,2,44,442,20260,4554,3,2,1,3
55,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",20,389,2,37,147,15972,5415,3,2,3,3
26,Male,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative",Medical,11,390,1,60,496,22722,4741,3,2,1,3
37,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,391,4,42,1372,15881,2115,3,1,1,3
44,Male,Divorced,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",24,392,4,43,920,19920,3161,3,1,3,4
38,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",23,393,4,82,688,18899,5745,3,2,9,3
26,Male,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,16,394,1,45,1449,14180,2373,3,1,2,3
28,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",8,395,4,66,1117,4488,3310,3,1,1,4
49,Female,Single,No,Travel_Frequently,"Research & Development","Research Director","Life Sciences",10,396,3,35,636,25594,18665,3,5,9,3
36,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",3,397,3,30,506,26285,4485,3,2,4,3
31,Female,Divorced,No,Travel_Frequently,Sales,"Sales Representative",Marketing,5,399,4,84,444,3909,2789,3,1,1,3
26,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,4,401,4,48,950,8450,5828,2,2,1,3
37,Male,Married,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,9,403,2,53,889,11411,2326,3,1,1,3
42,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,26,404,3,77,555,14864,13525,3,4,5,3
18,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",3,405,3,54,230,25233,1420,3,1,1,3
35,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,16,406,3,96,1232,5100,8020,3,3,0,3
36,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",18,407,3,81,566,7122,3688,4,1,4,3
51,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,2,408,4,84,1302,16321,5482,1,2,5,3
41,Male,Single,No,Travel_Rarely,Sales,Manager,"Life Sciences",2,410,4,88,334,15896,16015,3,4,1,3
18,Female,Single,No,Travel_Rarely,Sales,"Sales Representative",Medical,10,411,4,69,812,9724,1200,2,1,1,3
28,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,16,412,2,68,1476,4824,5661,4,2,0,3
31,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Technical Degree",7,416,2,100,218,12241,6929,4,2,4,3
39,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,1,417,3,48,1132,10942,9613,4,3,0,3
36,Female,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",24,419,2,47,1105,6927,5674,3,2,7,3
32,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",7,420,4,91,906,16985,5484,2,2,1,3
38,Female,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",25,421,1,81,849,26707,12061,2,3,3,3
58,Male,Divorced,No,Non-Travel,"Research & Development","Healthcare Representative","Life Sciences",1,422,4,32,390,17056,5660,1,2,2,3
31,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",5,423,3,86,691,10077,4821,3,1,0,3
31,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",2,424,1,62,106,17822,6410,2,2,3,3
45,Male,Divorced,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",7,425,1,97,1249,20308,5210,3,3,1,3
31,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,426,3,32,192,7747,2695,3,1,0,3
33,Female,Married,No,Travel_Frequently,"Research & Development",Manager,"Life Sciences",5,428,4,74,553,23364,11878,3,3,6,3
39,Male,Married,No,Travel_Rarely,"Research & Development",Manager,Medical,10,429,3,99,117,5355,17068,3,4,1,3
43,Female,Single,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",10,430,3,33,185,10675,2455,3,1,0,3
49,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",1,431,3,90,1091,17810,13964,2,4,7,3
52,Male,Married,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,8,433,3,85,723,17747,4941,2,2,2,3
27,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",5,434,3,85,1220,20938,2478,3,1,1,3
32,Female,Married,No,Travel_Rarely,Sales,"Sales Executive","Technical Degree",8,436,3,65,588,24624,5228,2,2,1,3
27,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",2,437,4,74,1377,5242,4478,3,2,1,3
31,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,438,4,73,691,7143,7547,3,2,4,3
32,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,439,1,74,1018,10557,5055,4,2,7,3
28,Male,Married,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,440,1,84,1157,24737,3464,1,1,5,3
30,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,28,441,4,64,1275,11934,5775,3,2,1,3
31,Female,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",7,442,3,48,798,14034,8943,2,3,1,4
39,Male,Married,No,Travel_Frequently,"Research & Development",Manager,Medical,7,444,3,54,672,21141,19272,2,5,1,3
39,Female,Married,Yes,Travel_Rarely,Sales,"Sales Executive",Medical,3,445,4,41,1162,17778,5238,3,2,4,3
33,Male,Single,No,Travel_Frequently,Sales,"Sales Executive",Marketing,10,446,2,46,508,4317,4682,2,2,3,3
47,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",5,447,4,42,1482,16375,18300,3,5,4,3
43,Female,Divorced,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",10,448,3,82,559,6227,5257,2,2,1,3
27,Male,Married,No,Non-Travel,Sales,"Sales Executive",Marketing,1,449,3,73,210,22107,6349,3,2,0,3
54,Female,Single,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",20,450,4,31,928,16885,4869,3,2,3,3
43,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",7,451,3,43,1001,9262,9985,3,3,8,3
45,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Other,8,452,4,75,549,9278,3697,3,2,9,3
40,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,1,453,2,57,1124,13273,7457,1,2,2,4
29,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Other,8,454,2,77,318,4759,2119,1,1,1,3
29,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,9,455,2,30,738,7621,3983,2,1,0,3
30,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,5,456,4,30,570,5431,6118,2,2,1,3
27,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,8,458,2,56,1130,3415,6214,3,2,1,3
37,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,5,460,4,61,1192,23177,6347,3,2,7,3
38,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",15,461,3,92,343,15682,11510,2,3,0,3
31,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,7,462,3,39,1232,25713,7143,3,3,1,3
29,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,463,4,39,144,11866,8268,2,2,1,3
35,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",5,464,3,62,1296,18264,8095,3,3,0,3
23,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",26,465,3,83,1309,16092,2904,3,1,1,3
41,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,6,466,4,95,483,10110,6032,2,2,6,3
47,Male,Single,No,Travel_Frequently,Sales,"Sales Representative",Medical,4,467,2,99,1309,25751,2976,3,2,3,3
42,Female,Single,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",23,468,1,44,810,15901,15992,3,4,2,3
29,Male,Married,No,Non-Travel,Sales,"Sales Executive","Life Sciences",2,469,4,61,746,16928,4649,3,2,1,3
42,Male,Divorced,No,Travel_Rarely,"Human Resources","Human Resources","Technical Degree",2,470,3,52,544,24017,2696,3,1,0,3
32,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,2,471,3,75,1062,3956,2370,3,1,1,3
48,Female,Married,No,Travel_Rarely,Sales,Manager,Medical,29,473,1,91,530,23978,12504,3,3,3,4
37,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,6,474,3,51,1319,17001,5974,4,2,4,3
30,Female,Married,No,Non-Travel,Sales,"Sales Executive","Technical Degree",25,475,4,85,641,6069,4736,3,2,7,3
26,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",1,476,3,57,933,20156,5296,3,2,1,3
42,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Other,2,477,1,98,1332,17078,6781,2,2,3,4
21,Female,Single,Yes,Travel_Frequently,Sales,"Sales Representative","Technical Degree",1,478,1,99,756,9150,2174,2,1,1,3
36,Female,Single,No,Non-Travel,Sales,"Sales Executive",Medical,1,479,4,45,845,15276,6653,3,2,4,3
36,Male,Married,No,Travel_Frequently,Sales,"Sales Executive",Medical,3,481,1,48,541,7246,9699,2,3,4,3
57,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,1,482,4,88,593,2967,6755,3,2,2,3
40,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",10,483,4,46,1171,22495,2213,4,1,3,3
21,Male,Single,No,Non-Travel,Sales,"Sales Representative",Medical,9,484,1,39,895,2851,2610,3,1,1,4
33,Female,Single,Yes,Travel_Rarely,Sales,"Sales Representative",Marketing,5,485,4,34,350,9150,2851,3,1,1,3
37,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,10,486,3,98,921,17663,3452,3,1,6,4
46,Female,Married,No,Non-Travel,"Research & Development","Manufacturing Director",Medical,7,487,3,30,1144,16044,5258,3,2,2,3
41,Male,Single,Yes,Travel_Frequently,Sales,"Sales Executive",Marketing,4,488,1,56,143,9558,9355,3,2,1,3
50,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",10,491,4,100,1046,2755,10496,2,3,6,3
40,Male,Married,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,22,492,3,68,575,6110,6380,2,2,2,3
31,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",9,493,3,42,408,7551,2657,2,1,0,3
21,Female,Single,Yes,Travel_Rarely,Sales,"Sales Representative","Life Sciences",12,494,3,90,156,25422,2716,4,1,1,3
29,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",23,495,4,54,1283,18168,2201,3,1,9,3
35,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",9,496,3,97,755,19394,6540,2,2,9,3
27,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,1,497,4,82,1469,17881,3816,3,1,1,3
28,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",9,498,2,92,304,20750,5253,3,2,1,3
49,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Other,7,499,2,31,1261,12066,10965,2,3,8,4
51,Female,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",14,500,3,87,1178,14862,4936,3,2,4,3
36,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,501,4,96,329,11868,2543,3,1,4,3
34,Male,Single,Yes,Non-Travel,Sales,"Sales Executive",Marketing,19,502,1,67,1362,4652,5304,4,2,8,3
55,Female,Single,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",2,505,3,97,1311,23258,16659,3,4,2,3
24,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,507,4,77,1371,5915,4260,3,2,1,3
30,Male,Married,No,Travel_Rarely,Sales,"Sales Representative","Technical Degree",2,508,3,72,202,17434,2476,3,1,1,3
26,Male,Single,Yes,Travel_Frequently,"Research & Development","Research Scientist","Technical Degree",3,510,3,73,575,6582,3102,3,1,0,4
22,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,11,511,1,43,253,24440,2244,3,1,1,3
36,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,2,513,2,61,164,3809,7596,2,3,1,3
30,Male,Single,Yes,Travel_Frequently,"Research & Development","Research Scientist","Technical Degree",4,514,3,40,464,3427,2285,3,1,9,4
37,Female,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",14,515,4,95,1107,26914,3034,3,1,1,3
40,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,516,4,46,759,22553,5715,3,2,7,3
42,Female,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,517,2,95,201,20490,2576,3,1,3,3
37,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",10,518,3,49,1305,21123,4197,3,2,2,3
43,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",12,520,1,59,982,4345,14336,2,4,1,3
40,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,2,521,2,78,555,13436,3448,2,2,6,4
54,Male,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,5,522,1,86,821,8509,19406,3,5,4,3
34,Female,Married,No,Non-Travel,Sales,"Sales Executive",Marketing,4,523,3,72,1381,12740,6538,3,2,9,3
31,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,7,524,2,31,480,4156,4306,3,2,1,3
43,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,21,525,4,61,313,15238,2258,3,1,7,4
43,Female,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative",Other,8,526,3,74,1473,2227,4522,3,2,4,3
25,Female,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",4,527,2,99,891,12090,4487,2,2,1,3
37,Female,Married,No,Non-Travel,"Research & Development","Research Scientist",Medical,25,529,2,72,1063,23866,4449,3,2,3,3
31,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,530,4,98,329,16193,2218,2,1,1,3
39,Male,Divorced,No,Travel_Frequently,"Research & Development",Manager,"Life Sciences",1,531,2,52,1218,8213,19197,3,5,1,3
56,Female,Married,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",6,532,3,86,906,18256,13212,4,4,9,3
30,Female,Single,No,Travel_Rarely,Sales,"Sales Executive","Technical Degree",12,533,2,83,1082,19558,6577,3,2,0,3
41,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,1,534,2,49,645,19566,8392,4,3,1,3
28,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,17,536,3,79,1300,13535,4558,3,2,1,3
25,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,3,538,1,91,688,9396,4031,3,1,5,3
52,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,3,543,4,39,319,19609,7969,2,3,2,3
45,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",10,544,1,69,192,9655,2654,3,1,3,4
52,Female,Married,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",4,546,4,30,1490,10310,16555,3,4,2,3
42,Female,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",29,547,1,92,532,12932,4556,3,2,2,3
30,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",2,548,3,43,317,24793,6091,1,2,2,4
60,Female,Married,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",7,549,1,41,422,3854,19566,3,5,5,3
46,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,18,550,3,87,1485,26314,4810,3,2,2,3
42,Female,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative","Technical Degree",28,551,4,88,1368,4386,4523,2,2,0,3
24,Female,Single,Yes,Travel_Rarely,Sales,"Sales Representative","Technical Degree",1,554,1,62,1448,21972,3202,3,1,1,3
34,Female,Divorced,Yes,Travel_Frequently,Sales,"Sales Representative",Marketing,6,555,4,33,296,12253,2351,1,1,0,3
38,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",2,556,4,42,1490,12106,1702,3,1,1,4
40,Female,Married,No,Travel_Rarely,Sales,Manager,"Life Sciences",2,558,3,79,1398,13022,18041,3,5,0,3
26,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",23,560,1,90,1349,3032,2886,3,1,1,4
30,Male,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",3,562,3,53,1400,16734,2097,3,1,4,3
29,Male,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,3,564,2,93,986,21526,11935,2,3,1,3
29,Female,Married,Yes,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",25,565,3,71,408,18300,2546,2,1,5,3
19,Male,Single,Yes,Travel_Rarely,"Human Resources","Human Resources","Technical Degree",2,566,1,52,489,18437,2564,2,1,1,3
30,Female,Married,No,Non-Travel,Sales,"Sales Executive",Other,22,567,3,69,1398,2890,8412,3,3,0,3
57,Male,Divorced,No,Travel_Rarely,Sales,Manager,Marketing,29,568,1,56,210,22102,14118,2,4,3,3
50,Male,Married,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",29,569,2,88,1099,9314,17046,2,4,0,3
30,Female,Single,No,Non-Travel,"Research & Development","Laboratory Technician",Medical,2,571,3,49,1116,7181,2564,3,1,0,3
60,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,28,573,3,80,1499,2845,10266,2,3,4,3
47,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,2,574,1,65,983,7389,5070,3,2,5,3
46,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",2,575,1,51,1009,2288,17861,3,4,6,3
35,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",22,577,4,46,144,19225,4230,1,1,0,3
54,Female,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",8,578,3,42,548,23428,3780,3,2,7,3
34,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,579,4,62,1303,8416,2768,2,1,3,3
46,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,580,3,94,1125,11563,9071,2,3,2,3
31,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",9,581,3,33,1274,14394,10648,3,3,1,4
